season,team,Games,PTS_per_game,FGA_per_game,FG3A_per_game,pct_3PA,FTA_per_game,pct_FTA,FG_pct,FG3_pct,FT_pct,eFG_pct,TS_pct,REB_per_game,OREB_per_game,DREB_per_game,AST_per_game,TOV_per_game,AST_to_TOV,STL_per_game,BLK_per_game,pace_proxy,cluster,pc1,pc2
1997-1998,DEN,70,88.94285714285714,78.34285714285714,10.842857142857143,0.13840262582056892,26.47142857142857,0.33789204959883296,0.4152078774617068,0.3254281949934124,0.7690232056125202,0.43772793581327496,0.494180324225472,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,78.34285714285714,2,0.47564292018710025,-0.03017889716267437
1997-1998,DET,4,88.5,79.0,16.5,0.2088607594936709,21.25,0.2689873417721519,0.4430379746835443,0.2878787878787879,0.6470588235294118,0.47310126582278483,0.500848896434635,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,79.0,2,0.8115968569797852,0.03421478663356062
1997-1998,GSW,66,88.42424242424242,84.5,8.484848484848484,0.1004124081047158,23.727272727272727,0.2807961269499731,0.41079433387125697,0.26071428571428573,0.7075351213282248,0.4238838084991931,0.4656848663589763,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,84.5,2,0.47812503802681056,-0.056384431478091496
1997-1998,HOU,67,97.97014925373135,80.0,19.955223880597014,0.2494402985074627,25.47761194029851,0.31847014925373135,0.44794776119402985,0.3395661929693343,0.7662565905096661,0.49029850746268655,0.5370572795643324,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,80.0,2,1.0928769831838412,0.36750369500137947
1997-1998,IND,34,97.6470588235294,76.1470588235294,12.088235294117647,0.15874855156431056,27.470588235294116,0.36075704905368866,0.4719969100038625,0.3819951338199513,0.7698072805139187,0.5023174971031287,0.5533407112094828,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,76.1470588235294,2,0.36247388147486087,-0.10413440506289406
1997-1998,LAC,58,96.60344827586206,81.41379310344827,18.17241379310345,0.22321050402371875,25.017241379310345,0.3072850487081745,0.4419737399407031,0.36622390891840606,0.71881461061337,0.48284625158831,0.5226250083948332,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,81.41379310344827,2,0.9926141284288595,0.27770340561582707
1997-1998,LAL,67,102.67164179104478,77.70149253731343,17.388059701492537,0.22378025355359202,34.59701492537314,0.44525547445255476,0.4717633499807914,0.344206008583691,0.6755823986194995,0.5102766039185556,0.5524484734786184,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,77.70149253731343,2,0.7237345253239462,0.11891017895318862
1997-1998,MEM,6,100.66666666666667,74.16666666666667,12.0,0.16179775280898875,24.5,0.3303370786516854,0.5280898876404494,0.3888888888888889,0.7210884353741497,0.5595505617977528,0.5925286454245802,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,74.16666666666667,2,0.26260008373090293,-0.1450369118016023
1997-1998,MIA,60,92.9,76.96666666666667,19.833333333333332,0.2576873105240364,26.35,0.34235599826764834,0.4337375487223906,0.3411764705882353,0.734977862112587,0.4776959722823733,0.5244992133452774,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,76.96666666666667,2,1.041990504630374,0.2946830859174627
1997-1998,MIL,50,95.04,78.06,8.68,0.11119651550089675,26.5,0.33948244939789907,0.4601588521650013,0.3640552995391705,0.7562264150943396,0.4803996925441968,0.5296477931341953,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,78.06,2,0.2259175709095575,-0.15934157840870655
1997-1998,MIN,51,99.88235294117646,83.37254901960785,11.627450980392156,0.13946378174976481,26.254901960784313,0.31491063029162747,0.4557855126999059,0.3642495784148398,0.748319641523525,0.48118532455315144,0.5261135760850706,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.37254901960785,2,0.5250324545783983,0.0026217184501450565
1997-1998,NYK,46,91.41304347826087,77.93478260869566,13.5,0.17322175732217573,21.67391304347826,0.2781032078103208,0.45271966527196655,0.3333333333333333,0.7542627883650953,0.4815899581589958,0.5225316128519166,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,77.93478260869566,2,0.6411715936010378,0.08306280110180987
1997-1998,ORL,37,90.32432432432432,80.94594594594595,11.405405405405405,0.14090150250417363,23.783783783783782,0.2938230383973289,0.4280467445742905,0.33649289099526064,0.7227272727272728,0.45175292153589314,0.4940571225829342,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,80.94594594594595,2,0.5238877408675281,-0.0636141994496748
1997-1998,PHI,29,94.72413793103448,79.82758620689656,10.241379310344827,0.12829373650107992,28.20689655172414,0.3533477321814255,0.44190064794816414,0.30976430976430974,0.7444987775061125,0.46177105831533477,0.5134733001360788,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,79.82758620689656,2,0.3131550135284104,-0.21461002458496417
1997-1998,PHX,36,101.05555555555556,82.25,14.86111111111111,0.1806822019587977,24.305555555555557,0.29550827423167847,0.46808510638297873,0.37383177570093457,0.7611428571428571,0.5018574805808849,0.5436341900777047,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,82.25,2,0.7059485109244812,0.10299390809005016
1997-1998,POR,28,90.35714285714286,77.17857142857143,12.464285714285714,0.16149930587690883,26.678571428571427,0.34567329939842667,0.43498380379453955,0.3008595988538682,0.7295850066934404,0.45927811198519203,0.5080974261752514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,77.17857142857143,2,0.4603831390107893,-0.13261749466733927
1997-1998,SAC,24,96.83333333333333,81.58333333333333,10.375,0.127170582226762,26.833333333333332,0.3289070480081716,0.4576098059244127,0.3453815261044177,0.6925465838509317,0.4795709908069459,0.5184352357497234,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,81.58333333333333,2,0.35380285676640155,-0.17812959971563272
1997-1998,SAS,25,90.52,73.28,11.24,0.15338427947598254,25.88,0.3531659388646288,0.4672489082969432,0.35231316725978645,0.6986089644513137,0.4942685589519651,0.5345635618043352,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,73.28,2,0.2893936485500939,-0.17868627143434077
1997-1998,SEA,16,104.9375,79.0,18.5,0.23417721518987342,26.1875,0.3314873417721519,0.4944620253164557,0.42905405405405406,0.720763723150358,0.5446993670886076,0.57962108867961,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,79.0,2,0.8039517761540235,0.14175299800008556
1997-1998,TOR,15,93.86666666666666,81.53333333333333,15.133333333333333,0.1856091578086672,24.133333333333333,0.29599345870809485,0.43417825020441536,0.3700440528634361,0.7237569060773481,0.46852003270645953,0.5093034696298868,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,81.53333333333333,2,0.720992479071729,0.0037561153370621516
1997-1998,UTA,10,95.6,77.8,8.0,0.10282776349614396,30.5,0.39203084832904883,0.4537275064267352,0.3125,0.7377049180327869,0.4697943444730077,0.5240078930059198,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,77.8,2,0.03156322744715516,-0.42129775761761135
1997-1998,WAS,8,94.875,82.5,11.125,0.13484848484848486,23.5,0.28484848484848485,0.45151515151515154,0.33707865168539325,0.7074468085106383,0.47424242424242424,0.5109597156398104,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,82.5,2,0.44568670989114784,-0.15385124655806465
1998-1999,ATL,59,85.28813559322033,75.10169491525424,13.254237288135593,0.17648386368765515,27.627118644067796,0.3678627849243963,0.40532611148724895,0.3069053708439898,0.7361963190184049,0.4324080343037689,0.4887145021560934,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,75.10169491525424,2,0.5686675079186978,-0.028961560163728705
1998-1999,BKN,27,92.48148148148148,83.48148148148148,14.037037037037036,0.1681455190771961,25.25925925925926,0.3025732031943212,0.4077196095829636,0.3403693931398417,0.7771260997067448,0.4363354037267081,0.48882572198208357,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.48148148148148,2,0.708431406930029,-0.017949419899456642
1998-1999,BOS,47,93.63829787234043,83.2127659574468,15.27659574468085,0.18358476093070825,21.80851063829787,0.26208130912810024,0.43850677576067504,0.36768802228412256,0.6897560975609756,0.4722577345947328,0.5044704264099037,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.2127659574468,2,0.863941819661266,0.1853310419230641
1998-1999,CHI,40,82.425,76.15,12.25,0.1608667104399212,23.575,0.3095863427445831,0.4057780695994747,0.31020408163265306,0.7136797454931071,0.4307288246881156,0.4763184355604868,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,76.15,2,0.5463841784161881,-0.07090266087731459
1998-1999,CLE,43,86.09302325581395,70.97674418604652,10.883720930232558,0.15334207077326342,27.325581395348838,0.38499344692005244,0.4351245085190039,0.3418803418803419,0.7540425531914894,0.4613368283093054,0.5186326702157467,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,70.97674418604652,2,0.2688637026503282,-0.18292490375608758
1998-1999,DAL,48,91.47916666666667,80.5625,11.9375,0.14817688130333592,24.458333333333332,0.30359451771399015,0.4331523144556504,0.33856893542757416,0.721465076660988,0.4582363589345746,0.5008486253182345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,80.5625,2,0.5598736637692454,-0.010432388476089183
1998-1999,DEN,46,93.91304347826087,79.6304347826087,18.434782608695652,0.2315042315042315,26.369565217391305,0.33114933114933115,0.42478842478842477,0.33372641509433965,0.7625721352019785,0.46341796341796343,0.514687660839894,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,79.6304347826087,2,0.9536275319384655,0.19258008418266004
1998-1999,DET,3,83.33333333333333,79.66666666666667,13.0,0.16317991631799164,23.0,0.28870292887029286,0.40585774058577406,0.1282051282051282,0.7391304347826086,0.41631799163179917,0.46406296406296405,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,79.66666666666667,2,0.5860723816861567,-0.17860029507224742
1998-1999,GSW,41,87.85365853658537,83.2439024390244,11.512195121951219,0.13829475534720187,23.341463414634145,0.2803984764137123,0.41341927922648697,0.2923728813559322,0.670846394984326,0.43363609727512453,0.4697345908275258,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.2439024390244,2,0.6136781086434501,-0.037564503863805845
1998-1999,HOU,41,94.3170731707317,76.5609756097561,18.73170731707317,0.244663905702453,24.78048780487805,0.3236699585855368,0.45173622172666456,0.3645833333333333,0.7391732283464567,0.49633641287034086,0.539174130796087,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,76.5609756097561,2,0.9225377404696226,0.21701525001779007
1998-1999,IND,21,96.23809523809524,76.33333333333333,15.857142857142858,0.20773549594510293,26.761904761904763,0.3505926388022458,0.44915782907049284,0.3783783783783784,0.8096085409252669,0.48845913911416095,0.5461335581641698,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,76.33333333333333,2,0.6305505663129571,-0.005461497156137618
1998-1999,LAC,34,91.70588235294117,80.11764705882354,13.764705882352942,0.17180616740088106,25.41176470588235,0.31718061674008813,0.43061674008810574,0.32905982905982906,0.7152777777777778,0.4588839941262849,0.502229266532653,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,80.11764705882354,2,0.6353230856245563,-0.01610878369821785
1998-1999,LAL,37,97.29729729729729,79.02702702702703,14.35135135135135,0.18160054719562244,29.594594594594593,0.3744870041039672,0.45964432284541723,0.3389830508474576,0.6684931506849315,0.4904240766073871,0.5285101885019672,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,79.02702702702703,2,0.5688012820605776,-0.037513856049585265
1998-1999,MIA,40,87.375,71.25,16.45,0.23087719298245615,25.05,0.35157894736842105,0.44666666666666666,0.3465045592705167,0.719560878243513,0.4866666666666667,0.5310129813302217,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,71.25,2,0.702846241337542,0.0813522155486509
1998-1999,MIL,35,94.2,77.14285714285714,13.028571428571428,0.1688888888888889,24.0,0.3111111111111111,0.4666666666666667,0.3793859649122807,0.719047619047619,0.4987037037037037,0.5370406567630962,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,77.14285714285714,2,0.5206723378972399,-0.005827159684656327
1998-1999,MIN,31,89.7741935483871,86.90322580645162,8.806451612903226,0.10133630289532294,21.129032258064516,0.2431328878990349,0.4123979213066073,0.26373626373626374,0.7465648854961832,0.4257609502598367,0.4666018375695795,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,86.90322580645162,2,0.5016554164781357,-0.1123311624370453
1998-1999,NYK,36,85.77777777777777,75.02777777777777,11.694444444444445,0.15586819696408738,24.25,0.3232136245834876,0.42613846723435767,0.3254156769596199,0.7434135166093929,0.4514994446501296,0.5004667565605228,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,75.02777777777777,2,0.4398895225323605,-0.10992106615000541
1998-1999,ORL,25,86.52,77.08,14.12,0.18318629994810587,25.96,0.33679294239750907,0.41152049818370523,0.32577903682719545,0.711864406779661,0.4413596263622211,0.4888003037205771,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,77.08,2,0.6101820709769668,-0.08050791170883126
1998-1999,PHI,18,93.33333333333333,82.11111111111111,8.222222222222221,0.10013531799729364,29.27777777777778,0.3565629228687415,0.4282814614343708,0.22972972972972974,0.7210626185958254,0.4397834912043302,0.4912625447399817,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,82.11111111111111,2,0.19616827283545749,-0.3568581630949223
1998-1999,PHX,25,93.92,79.76,15.16,0.1900702106318957,21.12,0.26479438314944836,0.45235707121364094,0.3720316622691293,0.7632575757575758,0.4877131394182548,0.5273276078910488,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,79.76,2,0.7415374360572912,0.09514476230407104
1998-1999,POR,30,88.9,76.6,12.566666666666666,0.16405570060922542,26.666666666666668,0.34812880765883375,0.4216710182767624,0.35013262599469497,0.74625,0.45039164490861616,0.5032075471698113,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,76.6,2,0.47365284122320145,-0.1252440677565718
1998-1999,SAC,21,100.80952380952381,86.04761904761905,20.19047619047619,0.23464305478693967,25.952380952380953,0.3016048699501937,0.4399557277255119,0.33962264150943394,0.7027522935779816,0.47980077476480354,0.5171487199530975,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,86.04761904761905,2,1.099038276097588,0.21770085849848816
1998-1999,SAS,11,90.9090909090909,74.9090909090909,11.454545454545455,0.1529126213592233,27.363636363636363,0.36529126213592233,0.44902912621359226,0.30952380952380953,0.7342192691029901,0.47269417475728154,0.5227719459662916,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,74.9090909090909,2,0.2888279069387075,-0.2544894933498898
1998-1999,SEA,9,86.44444444444444,74.0,17.333333333333332,0.23423423423423423,28.444444444444443,0.3843843843843844,0.4144144144144144,0.28205128205128205,0.7109375,0.44744744744744747,0.49958902702147334,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,74.0,2,0.7173491716822836,-0.07662865471996655
1998-1999,TOR,11,92.9090909090909,76.0909090909091,13.545454545454545,0.17801672640382318,29.454545454545453,0.3870967741935484,0.42771804062126645,0.3691275167785235,0.7746913580246914,0.460573476702509,0.521662787373923,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,76.0909090909091,2,0.4306197719084787,-0.19951910716393834
1998-1999,UTA,6,95.0,72.5,8.0,0.1103448275862069,34.5,0.47586206896551725,0.46436781609195404,0.3333333333333333,0.7246376811594203,0.4827586206896552,0.5417427007299269,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,72.5,2,-0.1461800138589834,-0.5314515559248211
1998-1999,WAS,6,88.0,78.0,9.833333333333334,0.12606837606837606,21.333333333333332,0.27350427350427353,0.4465811965811966,0.2711864406779661,0.734375,0.4636752136752137,0.5035093072932559,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,78.0,2,0.321155575120579,-0.22548326454439455
1999-2000,ATL,82,94.32926829268293,83.01219512195122,9.926829268292684,0.11958278242985163,24.23170731707317,0.291905391508741,0.4407227853680035,0.31695331695331697,0.743331655762456,0.4596738651388277,0.5034968130311614,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.01219512195122,2,0.5288758475219434,0.07030012265674417
1999-2000,BKN,45,98.31111111111112,84.17777777777778,16.955555555555556,0.20142555438225976,24.555555555555557,0.2917106652587117,0.43400211193241817,0.3473132372214941,0.788235294117647,0.46898099260823656,0.5175237471339666,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,84.17777777777778,2,0.9273009892654176,0.19997997873565118
1999-2000,BOS,78,99.37179487179488,83.85897435897436,15.333333333333334,0.18284665953218163,27.025641025641026,0.3222748815165877,0.4428986393517811,0.32608695652173914,0.7433586337760911,0.4727105947102889,0.5189113773545495,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.85897435897436,2,0.8427367040919604,0.22423772250427926
1999-2000,CHI,70,83.91428571428571,75.15714285714286,12.457142857142857,0.16574795666223152,24.957142857142856,0.33206614712031934,0.41360957992777037,0.3360091743119266,0.7034917000572409,0.4414559969587531,0.4870905255336933,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,75.15714285714286,2,0.578481453185728,0.03390308592477508
1999-2000,CLE,74,96.12162162162163,81.95945945945945,11.243243243243244,0.1371805441055235,26.56756756756757,0.3241549876339654,0.4402308326463314,0.375,0.7431332655137335,0.46595218466611704,0.5132005010072092,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,81.95945945945945,2,0.54121624007796,0.05124996801311434
1999-2000,DAL,74,101.78378378378379,86.1891891891892,16.14864864864865,0.18736280965820007,21.06756756756757,0.24443399184697398,0.4553151458137347,0.39497907949790795,0.8030788967286723,0.49231734085920353,0.5331287266632314,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,86.1891891891892,2,0.9927606578930938,0.3780915952319707
1999-2000,DEN,70,99.2,84.4,16.928571428571427,0.20057549085985105,25.257142857142856,0.2992552471225457,0.44414353419092756,0.3426160337552743,0.7296380090497737,0.47850372376438727,0.5193002608466748,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,84.4,2,0.9689963144089568,0.290031899302568
1999-2000,DET,4,101.0,80.0,16.0,0.2,27.5,0.34375,0.45625,0.390625,0.7909090909090909,0.4953125,0.5483170466883822,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,80.0,2,0.6343452339323864,-0.048915506022745685
1999-2000,GSW,66,94.45454545454545,86.86363636363636,13.181818181818182,0.15175300889586604,25.03030303030303,0.28815628815628813,0.41897784754927614,0.32413793103448274,0.6949152542372882,0.44357230071515785,0.48251670309665196,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,86.86363636363636,2,0.795531579750692,0.13296486355321388
1999-2000,HOU,62,97.5,79.98387096774194,19.822580645161292,0.2478322242387578,25.70967741935484,0.3214357733413995,0.4458560193587417,0.36126932465419037,0.7396486825595985,0.4906231094978826,0.5339766375283551,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,79.98387096774194,2,1.074557499601331,0.3404010640083742
1999-2000,IND,39,100.6923076923077,81.74358974358974,19.307692307692307,0.236198243412798,22.28205128205128,0.27258469259723966,0.45765370138017564,0.3930942895086321,0.8204833141542003,0.5040777917189461,0.5499445434073875,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,81.74358974358974,2,1.0389145159689626,0.3144038226520544
1999-2000,LAC,58,90.82758620689656,81.55172413793103,15.206896551724139,0.18646934460887948,22.517241379310345,0.27610993657505284,0.4230443974630021,0.34467120181405897,0.7366003062787136,0.4551797040169133,0.4965464197381914,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,81.55172413793103,2,0.8597104071297096,0.18867915714571584
1999-2000,LAL,77,99.2987012987013,82.02597402597402,13.805194805194805,0.16830272324255857,29.12987012987013,0.35512982900569984,0.45709309689677013,0.32267168391345247,0.6816763263486402,0.4842463584547182,0.523489234443209,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,82.02597402597402,2,0.6709080242435173,0.12088298810457493
1999-2000,MEM,6,90.33333333333333,75.66666666666667,9.0,0.11894273127753303,25.5,0.3370044052863436,0.44273127753303965,0.4074074074074074,0.7712418300653595,0.4669603524229075,0.519834266861045,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,75.66666666666667,2,0.1476620707869385,-0.32534628536736104
1999-2000,MIA,65,91.15384615384616,77.15384615384616,14.538461538461538,0.18843469591226322,22.476923076923075,0.29132602193419743,0.4510468594217348,0.35555555555555557,0.728952772073922,0.48454636091724823,0.5236097167823763,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,77.15384615384616,2,0.734242229989621,0.18119473276062145
1999-2000,MIL,56,100.55357142857143,83.41071428571429,13.553571428571429,0.16249197174052665,23.785714285714285,0.28516377649325625,0.4617854849068722,0.3675889328063241,0.7792792792792793,0.49165061014772,0.5355634686936475,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.41071428571429,2,0.6930640603660957,0.14282381681210496
1999-2000,MIN,50,96.88,83.26,8.66,0.10401153014652895,21.28,0.255584914724958,0.4660100888782128,0.3325635103926097,0.7706766917293233,0.483305308671631,0.5229791240207637,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.26,2,0.39312254041669326,-0.030173666542104304
1999-2000,NYK,51,92.0,76.98039215686275,11.509803921568627,0.14951604686704023,22.07843137254902,0.28680590932246564,0.4597554763117677,0.36115843270868825,0.7726465364120781,0.4867549668874172,0.5305963667945285,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,76.98039215686275,2,0.48049943099099407,0.01984597633451295
1999-2000,ORL,37,99.5945945945946,84.91891891891892,9.45945945945946,0.11139401654996817,25.43243243243243,0.29949077021005727,0.45894334818586885,0.3514285714285714,0.720510095642933,0.47851686823679185,0.5181325294428634,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,84.91891891891892,2,0.39276649996798924,-0.10858325535426191
1999-2000,PHI,33,95.27272727272727,84.0,9.393939393939394,0.11183261183261184,25.90909090909091,0.30844155844155846,0.4383116883116883,0.3580645161290323,0.7052631578947368,0.4583333333333333,0.4993329521631409,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,84.0,2,0.38528409090931715,-0.15676061921794665
1999-2000,PHX,36,94.83333333333333,82.30555555555556,16.13888888888889,0.1960850489368883,20.305555555555557,0.24670941613229835,0.44886938913263585,0.36316695352839934,0.7428180574555403,0.4844751940600743,0.5196916557065615,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,82.30555555555556,2,0.8886993796733812,0.20249498857402864
1999-2000,POR,33,96.12121212121212,77.12121212121212,13.636363636363637,0.17681728880157171,25.060606060606062,0.324950884086444,0.4667976424361493,0.35777777777777775,0.7678355501813785,0.49842829076620826,0.5452270289595995,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,77.12121212121212,2,0.5315155372420143,-0.008177794509711173
1999-2000,SAC,24,104.29166666666667,87.79166666666667,18.125,0.2064546748932131,23.666666666666668,0.26957759848125296,0.4537256763170384,0.33793103448275863,0.7816901408450704,0.488609397247271,0.5309895965921626,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.79166666666667,2,1.0007100956914028,0.21481105570105846
1999-2000,SAS,20,94.0,75.1,10.1,0.13448735019973368,25.75,0.3428761651131824,0.46804260985352863,0.36633663366336633,0.7766990291262136,0.49267643142476697,0.5437926645840565,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,75.1,2,0.2113984236967317,-0.22347478517136146
1999-2000,SEA,21,97.61904761904762,81.33333333333333,19.714285714285715,0.2423887587822014,24.761904761904763,0.3044496487119438,0.4502341920374707,0.35990338164251207,0.698076923076923,0.49385245901639346,0.5292234613795952,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,81.33333333333333,2,1.0138862594559812,0.20142325261105748
1999-2000,TOR,16,97.5,83.25,12.5625,0.15090090090090091,27.5,0.3303303303303303,0.4339339339339339,0.35323383084577115,0.7568181818181818,0.4605855855855856,0.5112742527530152,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.25,2,0.5146473589611309,-0.1358944389612144
1999-2000,UTA,10,98.6,76.0,9.4,0.12368421052631579,25.7,0.3381578947368421,0.4986842105263158,0.4148936170212766,0.7354085603112841,0.5243421052631579,0.5646676135062079,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,76.0,2,0.1267593220953422,-0.25603620958466833
1999-2000,WAS,7,99.14285714285714,81.0,7.571428571428571,0.09347442680776014,24.571428571428573,0.30335097001763667,0.48148148148148145,0.33962264150943394,0.7558139534883721,0.4973544973544973,0.5399265575403,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,81.0,2,0.11516880811688994,-0.30187790129140224
2000-2001,ATL,82,90.96341463414635,81.3170731707317,11.378048780487806,0.1399220155968806,22.085365853658537,0.27159568086382724,0.4313137372525495,0.35691318327974275,0.7586968525676422,0.45628374325134974,0.49960883287518554,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,81.3170731707317,2,0.6431086418438451,0.14761718038977434
2000-2001,BKN,45,92.5111111111111,79.57777777777778,12.88888888888889,0.161965931304105,26.68888888888889,0.33538117844177606,0.42613795029321416,0.32413793103448274,0.768526228143214,0.4523876012287071,0.5065167030057622,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,79.57777777777778,2,0.5645560620863586,-0.03404708779508465
2000-2001,BOS,78,94.53846153846153,78.85897435897436,19.96153846153846,0.2531295724272476,26.576923076923077,0.33701837099658594,0.4290359291172167,0.363519588953115,0.7380607814761215,0.4750447081775321,0.5220072715740353,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,78.85897435897436,2,1.1108364358585725,0.37638428586766787
2000-2001,CHI,71,87.02816901408451,78.16901408450704,11.619718309859154,0.14864864864864866,23.154929577464788,0.29621621621621624,0.421981981981982,0.34545454545454546,0.7360097323600974,0.44765765765765764,0.49247930933343537,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,78.16901408450704,2,0.5832696724857775,0.06341111278427648
2000-2001,CLE,75,92.4,80.08,8.066666666666666,0.10073260073260074,24.8,0.3096903096903097,0.4417249417249417,0.343801652892562,0.7612903225806451,0.45904095904095904,0.5077369439071567,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,80.08,2,0.3236139389360856,-0.05750697572095947
2000-2001,DAL,84,99.52380952380952,81.79761904761905,16.678571428571427,0.20390045117159075,24.178571428571427,0.29559016154853734,0.4508805122980643,0.37901498929336186,0.8040374199901527,0.4895211759569204,0.5383379010488574,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,81.79761904761905,2,0.9401558041279432,0.34881717701173787
2000-2001,DEN,70,97.21428571428571,84.37142857142857,17.957142857142856,0.2128344056891297,23.314285714285713,0.2763291567897054,0.4348120555367423,0.36674622116149563,0.7401960784313726,0.4738401625465628,0.5136562360357967,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,84.37142857142857,2,1.0776761313003167,0.3590842964224828
2000-2001,DET,4,94.75,85.25,14.5,0.17008797653958943,28.75,0.33724340175953077,0.40762463343108507,0.29310344827586204,0.7304347826086957,0.43255131964809385,0.4839121552604698,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,85.25,2,0.6692015496628638,-0.14442776991823433
2000-2001,GSW,66,92.84848484848484,88.18181818181819,11.651515151515152,0.13213058419243986,23.90909090909091,0.2711340206185567,0.4115120274914089,0.2834850455136541,0.7097591888466414,0.4302405498281787,0.4703484016750789,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,88.18181818181819,2,0.7450868326104431,0.09451765921105434
2000-2001,HOU,62,96.33870967741936,78.20967741935483,16.725806451612904,0.2138585275314498,25.016129032258064,0.31985976489997936,0.4549391627139616,0.36258437801350046,0.7640232108317214,0.4937100433078985,0.5399136572031875,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,78.20967741935483,2,0.8372396978788843,0.22717867649631648
