team,metric,yoy_delta,slope,first_value,last_value,seasons_count
OKC,eFG_pct,0.059174168317113474,0.01800675236053109,0.4971932638331997,0.5563674321503131,17
OKC,pace_proxy,17.862499999999997,1.9613480392156881,77.9375,95.8,17
OKC,REB_per_game,0.0,0.0,0.0,0.0,17
OKC,OREB_per_game,0.0,0.0,0.0,0.0,17
OKC,AST_to_TOV,0.0,0.0,0.0,0.0,17
OKC,STL_per_game,0.0,0.0,0.0,0.0,17
OKC,BLK_per_game,0.0,0.0,0.0,0.0,17
NOP,TS_pct,0.013252093358014694,-0.0020546711852374422,0.536883729896166,0.5501358232541806,12
NOP,eFG_pct,0.02223613069705116,-0.0014445931885104647,0.4947190846413378,0.516955215338389,12
NOP,pace_proxy,7.470033982082171,0.16917503085150137,82.13253012048193,89.6025641025641,12
NOP,REB_per_game,0.0,0.0,0.0,0.0,12
NOP,OREB_per_game,0.0,0.0,0.0,0.0,12
NOP,AST_to_TOV,0.0,0.0,0.0,0.0,12
NOP,STL_per_game,0.0,0.0,0.0,0.0,12
NOP,BLK_per_game,0.0,0.0,0.0,0.0,12
